dataset,sandbox,sandbox_model,condition,effort,score_state,paraphrase,agent,seat_type,opp_seat_type,score,rounds,n_games,coop,score_per_round
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A16,LLM,TitForTat,146,82,4,0.2804878048780488,1.7804878048780488
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A17,LLM,AlwaysDefect,51,54,2,0.05555555555555555,0.9444444444444444
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A17,LLM,Grudger,65,60,2,0.05,1.0833333333333333
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A17,LLM,LLM,385,187,11,0.46524064171123,2.0588235294117645
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A17,LLM,Pavlov,96,32,2,0.9375,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A17,LLM,Random,128,48,2,0.25,2.6666666666666665
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A17,LLM,TitForTat,118,64,4,0.328125,1.84375
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A18,LLM,AlwaysDefect,54,60,2,0.1,0.9
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A18,LLM,Grudger,97,36,2,0.8333333333333334,2.6944444444444446
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A18,LLM,LLM,314,145,11,0.5724137931034483,2.1655172413793102
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A18,LLM,Pavlov,137,47,2,0.1276595744680851,2.9148936170212765
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A18,LLM,Random,147,50,2,0.34,2.94
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A18,LLM,TitForTat,153,73,4,0.4794520547945205,2.095890410958904
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A19,LLM,AlwaysDefect,38,42,2,0.09523809523809523,0.9047619047619048
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A19,LLM,Grudger,28,23,2,0.13043478260869565,1.2173913043478262
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A19,LLM,LLM,494,206,11,0.6893203883495146,2.3980582524271843
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A19,LLM,Pavlov,176,58,2,0.017241379310344827,3.0344827586206895
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A19,LLM,Random,91,38,2,0.39473684210526316,2.3947368421052633
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A19,LLM,TitForTat,165,88,4,0.3522727272727273,1.875
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A20,AlwaysDefect,AlwaysDefect,12,12,1,0.0,1.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A20,AlwaysDefect,Grudger,41,33,2,0.0,1.2424242424242424
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A20,AlwaysDefect,LLM,392,268,12,0.0,1.462686567164179
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A20,AlwaysDefect,Pavlov,120,40,2,0.0,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A20,AlwaysDefect,Random,41,13,2,0.0,3.1538461538461537
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A20,AlwaysDefect,TitForTat,102,86,4,0.0,1.186046511627907
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A21,TitForTat,AlwaysDefect,50,52,2,0.038461538461538464,0.9615384615384616
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A21,TitForTat,Grudger,180,60,2,1.0,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A21,TitForTat,LLM,448,243,12,0.43621399176954734,1.8436213991769548
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A21,TitForTat,Pavlov,144,48,2,1.0,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A21,TitForTat,Random,23,13,2,0.5384615384615384,1.7692307692307692
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A21,TitForTat,TitForTat,258,86,3,1.0,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A22,Pavlov,AlwaysDefect,30,60,2,0.5,0.5
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A22,Pavlov,Grudger,99,33,2,1.0,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A22,Pavlov,LLM,399,274,12,0.6313868613138686,1.4562043795620438
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A22,Pavlov,Pavlov,90,30,1,1.0,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A22,Pavlov,Random,120,51,2,0.5098039215686274,2.3529411764705883
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A22,Pavlov,TitForTat,171,57,4,1.0,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A23,TitForTat,AlwaysDefect,50,52,2,0.038461538461538464,0.9615384615384616
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A23,TitForTat,Grudger,135,45,2,1.0,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A23,TitForTat,LLM,347,192,12,0.4479166666666667,1.8072916666666667
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A23,TitForTat,Pavlov,102,34,2,1.0,3.0
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A23,TitForTat,Random,76,33,2,0.6363636363636364,2.303030303030303
prereg,B4-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p2,A23,TitForTat,TitForTat,258,86,3,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A00,Grudger,AlwaysDefect,45,47,2,0.0425531914893617,0.9574468085106383
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A00,Grudger,Grudger,90,30,1,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A00,Grudger,LLM,350,218,12,0.14678899082568808,1.6055045871559632
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A00,Grudger,Pavlov,111,37,2,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A00,Grudger,Random,120,50,2,0.16,2.4
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A00,Grudger,TitForTat,288,96,4,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A01,AlwaysDefect,AlwaysDefect,17,17,1,0.0,1.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A01,AlwaysDefect,Grudger,55,47,2,0.0,1.1702127659574468
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A01,AlwaysDefect,LLM,378,270,12,0.0,1.4
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A01,AlwaysDefect,Pavlov,101,33,2,0.0,3.0606060606060606
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A01,AlwaysDefect,Random,52,16,2,0.0,3.25
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A01,AlwaysDefect,TitForTat,93,77,4,0.0,1.2077922077922079
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A02,Random,AlwaysDefect,6,9,2,0.3333333333333333,0.6666666666666666
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A02,Random,Grudger,43,50,2,0.54,0.86
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A02,Random,LLM,205,191,12,0.5235602094240838,1.0732984293193717
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A02,Random,Pavlov,92,45,2,0.5333333333333333,2.0444444444444443
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A02,Random,Random,40,28,1,0.6428571428571429,1.4285714285714286
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A02,Random,TitForTat,199,90,4,0.5,2.2111111111111112
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A03,LLM,AlwaysDefect,25,29,2,0.13793103448275862,0.8620689655172413
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A03,LLM,Grudger,52,43,2,0.18604651162790697,1.2093023255813953
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A03,LLM,LLM,275,168,11,0.2261904761904762,1.6369047619047619
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A03,LLM,Pavlov,137,46,2,0.10869565217391304,2.9782608695652173
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A03,LLM,Random,55,19,2,0.15789473684210525,2.8947368421052633
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A03,LLM,TitForTat,152,69,4,0.43478260869565216,2.2028985507246377
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A04,LLM,AlwaysDefect,19,20,2,0.05,0.95
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A04,LLM,Grudger,40,22,2,0.36363636363636365,1.8181818181818181
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A04,LLM,LLM,317,234,11,0.1623931623931624,1.3547008547008548
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A04,LLM,Pavlov,173,60,2,0.18333333333333332,2.8833333333333333
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A04,LLM,Random,37,17,2,0.23529411764705882,2.176470588235294
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A04,LLM,TitForTat,153,78,4,0.3333333333333333,1.9615384615384615
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A05,Random,AlwaysDefect,12,23,2,0.4782608695652174,0.5217391304347826
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A05,Random,Grudger,50,51,2,0.47058823529411764,0.9803921568627451
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A05,Random,LLM,249,257,12,0.5136186770428015,0.9688715953307393
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A05,Random,Pavlov,35,14,2,0.6428571428571429,2.5
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A05,Random,Random,85,28,1,0.32142857142857145,3.0357142857142856
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A05,Random,TitForTat,263,120,4,0.44166666666666665,2.191666666666667
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A06,Grudger,AlwaysDefect,42,44,2,0.045454545454545456,0.9545454545454546
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A06,Grudger,Grudger,90,30,1,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A06,Grudger,LLM,305,220,12,0.08636363636363636,1.3863636363636365
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A06,Grudger,Pavlov,153,51,2,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A06,Grudger,Random,163,51,2,0.09803921568627451,3.196078431372549
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A06,Grudger,TitForTat,204,68,4,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A07,LLM,AlwaysDefect,54,60,2,0.1,0.9
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A07,LLM,Grudger,23,13,2,0.3076923076923077,1.7692307692307692
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A07,LLM,LLM,328,211,11,0.1848341232227488,1.5545023696682465
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A07,LLM,Pavlov,133,46,2,0.2608695652173913,2.891304347826087
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A07,LLM,Random,62,26,2,0.19230769230769232,2.3846153846153846
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A07,LLM,TitForTat,183,97,4,0.27835051546391754,1.8865979381443299
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A08,LLM,AlwaysDefect,52,60,2,0.13333333333333333,0.8666666666666667
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A08,LLM,Grudger,40,36,2,0.1111111111111111,1.1111111111111112
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A08,LLM,LLM,304,192,11,0.21354166666666666,1.5833333333333333
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A08,LLM,Pavlov,25,8,2,0.5,3.125
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A08,LLM,Random,182,57,2,0.12280701754385964,3.192982456140351
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A08,LLM,TitForTat,111,56,4,0.32142857142857145,1.9821428571428572
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A09,TitForTat,AlwaysDefect,35,37,2,0.05405405405405406,0.9459459459459459
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A09,TitForTat,Grudger,180,60,2,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A09,TitForTat,LLM,582,252,12,0.5952380952380952,2.3095238095238093
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A09,TitForTat,Pavlov,150,50,2,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A09,TitForTat,Random,103,46,2,0.5217391304347826,2.239130434782609
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A09,TitForTat,TitForTat,102,34,3,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A10,LLM,AlwaysDefect,20,23,2,0.13043478260869565,0.8695652173913043
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A10,LLM,Grudger,53,45,2,0.2,1.1777777777777778
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A10,LLM,LLM,354,236,11,0.17372881355932204,1.5
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A10,LLM,Pavlov,135,51,2,0.4117647058823529,2.6470588235294117
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A10,LLM,Random,167,49,2,0.08163265306122448,3.4081632653061225
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A10,LLM,TitForTat,215,92,4,0.5217391304347826,2.3369565217391304
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A11,AlwaysDefect,AlwaysDefect,17,17,1,0.0,1.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A11,AlwaysDefect,Grudger,52,44,2,0.0,1.1818181818181819
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A11,AlwaysDefect,LLM,293,189,12,0.0,1.5502645502645502
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A11,AlwaysDefect,Pavlov,108,36,2,0.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A11,AlwaysDefect,Random,36,16,2,0.0,2.25
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A11,AlwaysDefect,TitForTat,86,70,4,0.0,1.2285714285714286
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A12,Pavlov,AlwaysDefect,18,36,2,0.5,0.5
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A12,Pavlov,Grudger,84,28,2,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A12,Pavlov,LLM,286,232,12,0.6077586206896551,1.2327586206896552
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A12,Pavlov,Pavlov,42,14,1,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A12,Pavlov,Random,48,22,2,0.5454545454545454,2.1818181818181817
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A12,Pavlov,TitForTat,174,58,4,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A13,Pavlov,AlwaysDefect,16,33,2,0.5151515151515151,0.48484848484848486
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A13,Pavlov,Grudger,180,60,2,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A13,Pavlov,LLM,354,286,12,0.5314685314685315,1.2377622377622377
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A13,Pavlov,Pavlov,42,14,1,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A13,Pavlov,Random,99,37,2,0.4594594594594595,2.675675675675676
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A13,Pavlov,TitForTat,261,87,4,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A14,LLM,AlwaysDefect,35,40,2,0.125,0.875
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A14,LLM,Grudger,34,31,2,0.12903225806451613,1.096774193548387
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A14,LLM,LLM,290,199,11,0.19597989949748743,1.4572864321608041
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A14,LLM,Pavlov,165,60,2,0.26666666666666666,2.75
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A14,LLM,Random,109,45,2,0.2,2.422222222222222
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A14,LLM,TitForTat,199,92,4,0.44565217391304346,2.1630434782608696
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A15,LLM,AlwaysDefect,16,18,2,0.1111111111111111,0.8888888888888888
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A15,LLM,Grudger,40,34,2,0.14705882352941177,1.1764705882352942
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A15,LLM,LLM,309,189,11,0.25925925925925924,1.6349206349206349
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A15,LLM,Pavlov,171,60,2,0.26666666666666666,2.85
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A15,LLM,Random,127,48,2,0.14583333333333334,2.6458333333333335
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A15,LLM,TitForTat,143,57,4,0.5789473684210527,2.508771929824561
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A16,LLM,AlwaysDefect,36,43,2,0.16279069767441862,0.8372093023255814
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A16,LLM,Grudger,69,59,2,0.11864406779661017,1.1694915254237288
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A16,LLM,LLM,354,229,11,0.22270742358078602,1.5458515283842795
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A16,LLM,Pavlov,80,27,2,0.2222222222222222,2.962962962962963
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A16,LLM,Random,77,28,2,0.17857142857142858,2.75
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A16,LLM,TitForTat,173,79,4,0.45569620253164556,2.189873417721519
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A17,TitForTat,AlwaysDefect,58,60,2,0.03333333333333333,0.9666666666666667
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A17,TitForTat,Grudger,180,60,2,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A17,TitForTat,LLM,494,238,12,0.46218487394957986,2.0756302521008405
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A17,TitForTat,Pavlov,177,59,2,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A17,TitForTat,Random,117,60,2,0.4166666666666667,1.95
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A17,TitForTat,TitForTat,192,64,3,1.0,3.0
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A18,LLM,AlwaysDefect,55,60,2,0.08333333333333333,0.9166666666666666
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A18,LLM,Grudger,58,50,2,0.18,1.16
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A18,LLM,LLM,299,202,11,0.17326732673267325,1.4801980198019802
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A18,LLM,Pavlov,127,44,2,0.2727272727272727,2.8863636363636362
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A18,LLM,Random,154,49,2,0.14285714285714285,3.142857142857143
prereg,B5-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,A18,LLM,TitForTat,236,95,4,0.6105263157894737,2.4842105263157896
