dataset,sandbox,sandbox_model,condition,effort,score_state,paraphrase,seed,agent,seat_type,total_score,rounds,n_games,coop,score_per_round
prereg,B5-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A18,Pavlov,710,394,23,0.682741116751269,1.8020304568527918
prereg,B5-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A19,TitForTat,835,392,23,0.5816326530612245,2.1301020408163267
prereg,B5-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A20,AlwaysDefect,730,446,23,0.0,1.6367713004484306
prereg,B5-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A21,TitForTat,769,369,23,0.5447154471544715,2.084010840108401
prereg,B5-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A22,LLM,480,324,23,0.1728395061728395,1.4814814814814814
prereg,B5-permitted-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A23,TitForTat,656,325,23,0.5476923076923077,2.0184615384615383
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A00,LLM,819,433,23,0.279445727482679,1.8914549653579678
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A01,TitForTat,1190,535,23,0.5719626168224299,2.2242990654205608
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A02,TitForTat,1040,440,23,0.6454545454545455,2.3636363636363638
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A03,LLM,851,506,23,0.25691699604743085,1.6818181818181819
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A04,LLM,705,424,23,0.19339622641509435,1.6627358490566038
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A05,Grudger,840,438,23,0.271689497716895,1.917808219178082
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A06,LLM,853,489,23,0.19427402862985685,1.7443762781186094
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A07,Random,593,407,23,0.48894348894348894,1.457002457002457
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A08,Pavlov,873,516,23,0.6976744186046512,1.691860465116279
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A09,LLM,763,458,23,0.2292576419213974,1.665938864628821
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A10,LLM,803,482,23,0.2033195020746888,1.66597510373444
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A11,LLM,876,525,23,0.16,1.6685714285714286
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A12,TitForTat,818,376,23,0.5771276595744681,2.175531914893617
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A13,LLM,786,418,23,0.22488038277511962,1.8803827751196172
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A14,TitForTat,1015,496,23,0.4838709677419355,2.0463709677419355
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A15,LLM,826,466,23,0.2317596566523605,1.7725321888412018
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A16,LLM,877,501,23,0.21357285429141717,1.750499001996008
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A17,Pavlov,828,467,23,0.6766595289079229,1.7730192719486082
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A18,Random,684,450,23,0.5088888888888888,1.52
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A19,AlwaysDefect,766,454,23,0.0,1.6872246696035242
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A20,AlwaysDefect,725,453,23,0.0,1.6004415011037527
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A21,Grudger,763,403,23,0.36724565756823824,1.8933002481389578
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A22,LLM,864,438,23,0.2648401826484018,1.9726027397260273
prereg,B6-forbidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,high,behind,p3,612,A23,LLM,841,489,23,0.2556237218813906,1.7198364008179958
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A00,LLM,869,497,23,0.4104627766599598,1.7484909456740443
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A01,LLM,856,473,23,0.36152219873150104,1.809725158562368
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A02,TitForTat,994,472,23,0.5338983050847458,2.1059322033898304
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A03,LLM,893,483,23,0.3747412008281574,1.8488612836438922
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A04,Pavlov,856,461,23,0.6963123644251626,1.856832971800434
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A05,Pavlov,928,444,23,0.6936936936936937,2.09009009009009
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A06,LLM,758,396,23,0.3383838383838384,1.9141414141414141
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A07,TitForTat,1123,494,23,0.6356275303643725,2.2732793522267207
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A08,Grudger,1302,566,23,0.3215547703180212,2.3003533568904593
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A09,Grudger,1029,443,23,0.3431151241534989,2.3227990970654626
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A10,LLM,836,395,23,0.43291139240506327,2.116455696202532
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A11,TitForTat,1170,514,23,0.632295719844358,2.2762645914396886
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A12,TitForTat,1051,470,23,0.6127659574468085,2.2361702127659573
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A13,LLM,886,477,23,0.34591194968553457,1.8574423480083857
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A14,LLM,719,444,23,0.3490990990990991,1.6193693693693694
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A15,Random,710,385,23,0.4597402597402597,1.844155844155844
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A16,AlwaysDefect,871,459,23,0.0,1.89760348583878
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A17,LLM,821,423,23,0.3404255319148936,1.9408983451536643
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A18,LLM,914,462,23,0.4329004329004329,1.9783549783549783
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A19,LLM,782,400,23,0.3775,1.955
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A20,LLM,799,436,23,0.3256880733944954,1.8325688073394495
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A21,LLM,680,411,23,0.3260340632603406,1.6545012165450121
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A22,AlwaysDefect,1051,567,23,0.0,1.853615520282187
prereg,B6-forbidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,ahead,p3,609,A23,Random,879,456,23,0.4956140350877193,1.9276315789473684
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A00,TitForTat,817,382,23,0.5837696335078534,2.1387434554973823
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A01,Grudger,983,426,23,0.5046948356807511,2.307511737089202
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A02,TitForTat,1235,581,23,0.53184165232358,2.125645438898451
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A03,AlwaysDefect,1103,603,23,0.0,1.8291873963515755
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A04,Pavlov,940,457,23,0.687089715536105,2.0568927789934355
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A05,LLM,876,427,23,0.41217798594847777,2.0515222482435598
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A06,LLM,980,523,23,0.34608030592734224,1.8738049713193117
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A07,Pavlov,1009,464,23,0.7370689655172413,2.1745689655172415
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A08,Grudger,951,444,23,0.36036036036036034,2.141891891891892
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A09,Random,706,421,23,0.5154394299287411,1.676959619952494
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A10,LLM,731,397,23,0.3249370277078086,1.8413098236775818
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A11,LLM,968,447,23,0.5078299776286354,2.1655480984340043
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A12,LLM,759,419,23,0.3627684964200477,1.81145584725537
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A13,LLM,789,411,23,0.3819951338199513,1.9197080291970803
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A14,LLM,826,406,23,0.4630541871921182,2.0344827586206895
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A15,LLM,965,472,23,0.4703389830508475,2.044491525423729
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A16,AlwaysDefect,916,468,23,0.0,1.9572649572649572
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A17,LLM,1186,551,23,0.4101633393829401,2.1524500907441015
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A18,LLM,700,364,23,0.38186813186813184,1.9230769230769231
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A19,LLM,973,496,23,0.3971774193548387,1.9616935483870968
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A20,Random,802,456,23,0.506578947368421,1.7587719298245614
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A21,LLM,1047,535,23,0.394392523364486,1.9570093457943925
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A22,TitForTat,1164,508,23,0.6181102362204725,2.2913385826771653
prereg,B6-forbidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,off,behind,p3,610,A23,TitForTat,957,446,23,0.5627802690582959,2.1457399103139014
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A00,LLM,916,527,23,0.2504743833017078,1.7381404174573054
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A01,AlwaysDefect,686,494,23,0.0,1.388663967611336
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A02,Pavlov,1030,497,23,0.744466800804829,2.0724346076458753
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A03,LLM,592,363,23,0.2369146005509642,1.6308539944903582
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A04,TitForTat,1013,414,23,0.7198067632850241,2.4468599033816427
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A05,LLM,808,414,23,0.2898550724637681,1.9516908212560387
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A06,LLM,848,419,23,0.3198090692124105,2.023866348448687
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A07,AlwaysDefect,730,418,23,0.0,1.7464114832535884
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A08,LLM,924,468,23,0.33974358974358976,1.9743589743589745
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A09,LLM,807,419,23,0.2863961813842482,1.9260143198090691
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A10,TitForTat,984,451,23,0.5875831485587583,2.1818181818181817
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A11,LLM,814,435,23,0.3724137931034483,1.8712643678160918
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A12,TitForTat,1006,436,23,0.6284403669724771,2.3073394495412844
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A13,Random,608,478,23,0.5188284518828452,1.2719665271966527
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A14,LLM,824,408,23,0.4117647058823529,2.019607843137255
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A15,LLM,847,406,23,0.2684729064039409,2.086206896551724
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A16,Random,779,480,23,0.5229166666666667,1.6229166666666666
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A17,LLM,851,490,23,0.24081632653061225,1.736734693877551
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A18,LLM,868,505,23,0.2376237623762376,1.7188118811881188
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A19,Grudger,868,409,23,0.4767726161369193,2.122249388753056
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A20,Grudger,1002,460,23,0.4391304347826087,2.1782608695652175
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A21,TitForTat,1177,533,23,0.574108818011257,2.2082551594746715
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A22,Pavlov,799,423,23,0.7092198581560284,1.8888888888888888
prereg,B6-hidden-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,high,behind,p3,616,A23,LLM,938,457,23,0.2713347921225383,2.052516411378556
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A00,LLM,488,341,23,0.2375366568914956,1.4310850439882699
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A01,LLM,831,414,23,0.28502415458937197,2.0072463768115942
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A02,AlwaysDefect,890,434,23,0.0,2.0506912442396312
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A03,Random,635,425,23,0.4964705882352941,1.4941176470588236
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A04,Grudger,1203,447,23,0.33109619686800895,2.6912751677852347
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A05,TitForTat,1192,512,23,0.650390625,2.328125
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A06,Pavlov,752,451,23,0.6829268292682927,1.6674057649667406
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A07,LLM,641,405,23,0.2962962962962963,1.5827160493827162
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A08,LLM,604,377,23,0.29973474801061006,1.6021220159151193
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A09,LLM,668,376,23,0.22340425531914893,1.7765957446808511
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A10,LLM,690,371,23,0.3450134770889488,1.8598382749326146
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A11,Pavlov,790,472,23,0.6546610169491526,1.673728813559322
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A12,TitForTat,693,339,23,0.528023598820059,2.0442477876106193
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A13,LLM,692,349,23,0.3037249283667622,1.9828080229226361
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A14,LLM,578,382,23,0.2670157068062827,1.513089005235602
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A15,Random,708,445,23,0.503370786516854,1.5910112359550561
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A16,LLM,661,361,23,0.19667590027700832,1.8310249307479225
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A17,TitForTat,993,467,23,0.5460385438972163,2.126338329764454
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A18,AlwaysDefect,909,433,23,0.0,2.0993071593533488
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A19,TitForTat,949,438,23,0.5776255707762558,2.1666666666666665
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A20,Grudger,1354,490,23,0.2979591836734694,2.763265306122449
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A21,LLM,640,332,23,0.35240963855421686,1.927710843373494
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A22,LLM,650,364,23,0.4230769230769231,1.7857142857142858
prereg,B6-hidden-off-ahead,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A23,LLM,546,343,23,0.36443148688046645,1.5918367346938775
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A00,TitForTat,620,301,23,0.5049833887043189,2.0598006644518274
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A01,LLM,421,258,23,0.2868217054263566,1.6317829457364341
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A02,LLM,384,241,23,0.1825726141078838,1.5933609958506223
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A03,LLM,607,339,23,0.15339233038348082,1.7905604719764012
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A04,Pavlov,732,374,23,0.6657754010695187,1.9572192513368984
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A05,LLM,412,245,23,0.1469387755102041,1.6816326530612244
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A06,TitForTat,602,320,23,0.425,1.88125
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A07,TitForTat,891,458,23,0.4672489082969432,1.945414847161572
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A08,Pavlov,700,407,23,0.6683046683046683,1.71990171990172
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A09,Random,680,455,23,0.4945054945054945,1.4945054945054945
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A10,TitForTat,774,395,23,0.48860759493670886,1.959493670886076
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A11,LLM,545,303,23,0.22112211221122113,1.7986798679867986
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A12,Grudger,844,430,23,0.3511627906976744,1.9627906976744185
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A13,Random,663,453,23,0.5231788079470199,1.4635761589403973
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A14,LLM,468,275,23,0.14545454545454545,1.701818181818182
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A15,LLM,447,280,23,0.18214285714285713,1.5964285714285715
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A16,Grudger,819,411,23,0.36982968369829683,1.9927007299270072
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A17,LLM,545,316,23,0.18670886075949367,1.7246835443037976
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A18,AlwaysDefect,777,425,23,0.0,1.828235294117647
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A19,LLM,500,295,23,0.19661016949152543,1.694915254237288
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A20,LLM,517,307,23,0.20195439739413681,1.6840390879478828
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A21,AlwaysDefect,805,425,23,0.0,1.8941176470588235
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A22,LLM,703,373,23,0.1903485254691689,1.8847184986595173
prereg,B6-hidden-off-behind,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A23,LLM,554,356,23,0.199438202247191,1.5561797752808988
prereg,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,608,A00,LLM,844,363,23,0.5316804407713499,2.325068870523416
prereg,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,608,A01,TitForTat,825,356,23,0.6601123595505618,2.317415730337079
prereg,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,608,A02,LLM,937,457,23,0.474835886214442,2.050328227571116
prereg,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,608,A03,Grudger,954,420,23,0.45714285714285713,2.2714285714285714
prereg,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,608,A04,Pavlov,832,394,23,0.7461928934010152,2.1116751269035534
prereg,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,608,A05,LLM,1144,514,23,0.5252918287937743,2.22568093385214
prereg,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,608,A06,LLM,924,474,23,0.41350210970464135,1.9493670886075949
prereg,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,608,A07,AlwaysDefect,632,428,23,0.0,1.4766355140186915
prereg,B6-permitted-high-behind,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,high,behind,p3,608,A08,LLM,1120,491,23,0.5926680244399185,2.281059063136456
